id	name	description	synonyms	organism
ENSG00000110427	KIAA1549L	KIAA1549 like [Source:HGNC Symbol;Acc:HGNC:24836]	["C11orf41", "C11orf69", "ENTREZ:25758", "G2", "HGNC:24836", "KIAA1549 like", "KIAA1549L", "MIM:612297", "NM_012194", "NP_036326", "XM_005252847", "XM_005252848", "XM_011519969", "XM_011519970", "XM_017017484", "XM_017017486", "XP_005252904", "XP_005252905", "XP_011518271", "XP_011518272", "XP_016872973", "XP_016872975"]	NCBI:txid9606
ENSG00000110435	PDHX	pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350]	["DLDBP", "E3BP", "ENTREZ:8050", "HGNC:21350", "MIM:608769", "NM_001135024", "NM_001166158", "NM_003477", "NP_001128496", "NP_001159630", "NP_003468", "OPDX", "PDHX", "PDHXD", "PDX1", "XM_011520390", "XP_011518692", "proX", "pyruvate dehydrogenase complex component X"]	NCBI:txid9606
ENSG00000110436	SLC1A2	solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940]	["DEE41", "EAAT2", "EIEE41", "ENTREZ:6506", "GLT-1", "HBGT", "HGNC:10940", "MIM:600300", "NM_001195728", "NM_001252652", "NM_004171", "NP_001182657", "NP_001239581", "NP_004162", "SLC1A2", "XM_005253067", "XM_011520285", "XM_017018136", "XM_017018137", "XM_017018138", "XM_017018139", "XP_005253124", "XP_011518587", "XP_016873625", "XP_016873626", "XP_016873627", "XP_016873628", "solute carrier family 1 member 2"]	NCBI:txid9606
ENSG00000110484	SCGB2A2	secretoglobin family 2A member 2 [Source:HGNC Symbol;Acc:HGNC:7050]	["ENTREZ:4250", "HGNC:7050", "MGB1", "MIM:605562", "NM_002411", "NP_002402", "PSBP1", "SCGB2A2", "UGB2", "XM_005274005", "XP_005274062", "secretoglobin family 2A member 2"]	NCBI:txid9606
ENSG00000110514	MADD	MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]	["DEEAH", "DENN", "ENTREZ:8567", "HGNC:6766", "IG20", "MADD", "MAP kinase activating death domain", "MIM:603584", "NEDDISH", "NM_001135943", "NM_001135944", "NM_001376571", "NM_001376572", "NM_001376573", "NM_001376574", "NM_001376575", "NM_001376576", "NM_001376577", "NM_001376578", "NM_001376579", "NM_001376580", "NM_001376581", "NM_001376582", "NM_001376583", "NM_001376584", "NM_001376585", "NM_001376586", "NM_001376593", "NM_001376594", "NM_001376595", "NM_001376596", "NM_001376597", "NM_001376598", "NM_001376599", "NM_001376600", "NM_001376601", "NM_001376602", "NM_001376603", "NM_001376604", "NM_001376605", "NM_001376606", "NM_001376607", "NM_001376608", "NM_001376609", "NM_001376610", "NM_001376611", "NM_001376612", "NM_001376613", "NM_001376614", "NM_001376615", "NM_001376616", "NM_001376617", "NM_001376618", "NM_001376619", "NM_001376620", "NM_001376621", "NM_001376622", "NM_001376623", "NM_001376624", "NM_001376625", "NM_001376626", "NM_001376627", "NM_001376628", "NM_001376629", "NM_001376630", "NM_001376631", "NM_001376632", "NM_001376633", "NM_001376634", "NM_001376635", "NM_001376636", "NM_001376637", "NM_001376638", "NM_001376639", "NM_001376640", "NM_001376641", "NM_001376642", "NM_001376643", "NM_001376644", "NM_001376645", "NM_001376646", "NM_001376647", "NM_001376648", "NM_001376649", "NM_001376650", "NM_001376651", "NM_001376652", "NM_001376653", "NM_001376654", "NM_001376655", "NM_001376656", "NM_001376657", "NM_001376658", "NM_001376659", "NM_001376660", "NM_001376661", "NM_001376662", "NM_001376663", "NM_003682", "NM_130470", "NM_130471", "NM_130472", "NM_130473", "NM_130474", "NM_130475", "NM_130476", "NP_001129415", "NP_001129416", "NP_001363500", "NP_001363501", "NP_001363502", "NP_001363503", "NP_001363504", "NP_001363505", "NP_001363506", "NP_001363507", "NP_001363508", "NP_001363509", "NP_001363510", "NP_001363511", "NP_001363512", "NP_001363513", "NP_001363514", "NP_001363515", "NP_001363522", "NP_001363523", "NP_001363524", "NP_001363525", "NP_001363526", "NP_001363527", "NP_001363528", "NP_001363529", "NP_001363530", "NP_001363531", "NP_001363532", "NP_001363533", "NP_001363534", "NP_001363535", "NP_001363536", "NP_001363537", "NP_001363538", "NP_001363539", "NP_001363540", "NP_001363541", "NP_001363542", "NP_001363543", "NP_001363544", "NP_001363545", "NP_001363546", "NP_001363547", "NP_001363548", "NP_001363549", "NP_001363550", "NP_001363551", "NP_001363552", "NP_001363553", "NP_001363554", "NP_001363555", "NP_001363556", "NP_001363557", "NP_001363558", "NP_001363559", "NP_001363560", "NP_001363561", "NP_001363562", "NP_001363563", "NP_001363564", "NP_001363565", "NP_001363566", "NP_001363567", "NP_001363568", "NP_001363569", "NP_001363570", "NP_001363571", "NP_001363572", "NP_001363573", "NP_001363574", "NP_001363575", "NP_001363576", "NP_001363577", "NP_001363578", "NP_001363579", "NP_001363580", "NP_001363581", "NP_001363582", "NP_001363583", "NP_001363584", "NP_001363585", "NP_001363586", "NP_001363587", "NP_001363588", "NP_001363589", "NP_001363590", "NP_001363591", "NP_001363592", "NP_003673", "NP_569826", "NP_569827", "NP_569828", "NP_569829", "NP_569830", "NP_569831", "NP_569832", "NR_164835", "NR_164836", "NR_164837", "NR_164838", "NR_164839", "NR_164840", "NR_164841", "NR_164842", "RAB3GEP", "XM_005253189", "XM_005253196", "XM_005253200", "XM_005253201", "XM_005253205", "XM_017018479", "XM_017018480", "XM_017018482", "XM_017018486", "XM_017018500", "XM_024448746", "XM_024448748", "XM_024448749", "XM_024448751", "XP_005253246", "XP_005253253", "XP_005253257", "XP_005253258", "XP_005253262", "XP_016873968", "XP_016873969", "XP_016873971", "XP_016873975", "XP_016873989", "XP_024304514", "XP_024304516", "XP_024304517", "XP_024304519"]	NCBI:txid9606
ENSG00000110619	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	["CARS", "CARS1", "CYSRS", "ENTREZ:833", "HGNC:1493", "MCDDBH", "MDBH", "MGC:11246", "MIM:123859", "NM_001014437", "NM_001014438", "NM_001194997", "NM_001378136", "NM_001378137", "NM_001378138", "NM_001378139", "NM_001378140", "NM_001751", "NM_139273", "NP_001014437", "NP_001181926", "NP_001365065", "NP_001365066", "NP_001365067", "NP_001365068", "NP_001365069", "NP_001742", "NP_644802", "NR_036542", "NR_165428", "NR_165429", "NR_165430", "XM_024448701", "XM_024448702", "XM_024448703", "XM_024448704", "XM_024448705", "XP_024304469", "XP_024304470", "XP_024304471", "XP_024304472", "XP_024304473", "XR_001747998", "XR_002957203", "XR_002957204", "XR_930913", "XR_930914", "cysteinyl-tRNA synthetase 1"]	NCBI:txid9606
ENSG00000110651	CD81	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	["CD81 molecule", "CD81", "CVID6", "ENTREZ:975", "HGNC:1701", "MIM:186845", "NM_001297649", "NM_004356", "NP_001284578", "NP_004347", "S5.7", "TAPA1", "TSPAN28", "XM_011520492", "XP_011518794"]	NCBI:txid9606
ENSG00000110693	SOX6	SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421]	["ENTREZ:55553", "HGNC:16421", "HSSOX6", "MIM:607257", "NM_001145811", "NM_001145819", "NM_001367872", "NM_001367873", "NM_017508", "NM_033326", "NP_001139283", "NP_001139291", "NP_001354801", "NP_001354802", "NP_059978", "NP_201583", "SOX6", "SOXD", "SRY-box transcription factor 6", "TOLCAS"]	NCBI:txid9606
ENSG00000110711	AIP	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]	["AIP", "ARA9", "ENTREZ:9049", "FKBP16", "FKBP37", "HGNC:358", "MIM:605555", "NM_001302959", "NM_001302960", "NM_003977", "NP_001289888", "NP_001289889", "NP_003968", "PITA1", "SMTPHN", "XAP-2", "XAP2", "XM_024448761", "XP_024304529", "aryl hydrocarbon receptor interacting protein"]	NCBI:txid9606
ENSG00000110717	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]	["CI-23k", "CI23KD", "ENTREZ:4728", "HGNC:7715", "MC1DN2", "MIM:602141", "NADH:ubiquinone oxidoreductase core subunit S8", "NDUFS8", "NM_002496", "NP_002487", "TYKY"]	NCBI:txid9606
ENSG00000110719	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]	["ATP6N1C", "ATP6V0A3", "Atp6i", "ENTREZ:10312", "HGNC:11647", "MIM:604592", "NM_001351059", "NM_006019", "NM_006053", "NP_001337988", "NP_006010", "NP_006044", "OC-116kDa", "OC116", "OPTB1", "Stv1", "T cell immune regulator 1", "ATPase H+ transporting V0 subunit a3", "TCIRG1", "TIRC7", "Vph1", "XM_024448320", "XM_024448321", "XM_024448322", "XM_024448323", "XM_024448324", "XP_024304088", "XP_024304089", "XP_024304090", "XP_024304091", "XP_024304092", "XR_001747721", "XR_001747722", "XR_001747723", "XR_002957115", "a3"]	NCBI:txid9606
ENSG00000110721	CHKA	choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]	["CHK", "CHKA", "CK", "CKI", "EK", "ENTREZ:1119", "HGNC:1937", "MIM:118491", "NM_001277", "NM_001376219", "NM_001376220", "NM_001376221", "NM_001376222", "NM_212469", "NP_001268", "NP_001363148", "NP_001363149", "NP_001363150", "NP_001363151", "NP_997634", "NR_164782", "XM_017017148", "XP_016872637", "XR_002957119", "XR_428905", "XR_949772", "XR_949773", "choline kinase alpha"]	NCBI:txid9606
ENSG00000110777	POU2AF1	POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211]	["BOB1", "ENTREZ:5450", "HGNC:9211", "MIM:601206", "NM_006235", "NP_006226", "OBF-1", "OBF1", "OCAB", "POU class 2 homeobox associating factor 1", "POU2AF1", "XM_005271593", "XM_005271594", "XM_006718859", "XM_006718860", "XM_017017932", "XP_005271650", "XP_005271651", "XP_006718922", "XP_006718923", "XP_016873421"]	NCBI:txid9606
ENSG00000110786	PTPN5	protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]	["ENTREZ:84867", "HGNC:9657", "MIM:176879", "NM_001039970", "NM_001278236", "NM_001278238", "NM_001278239", "NM_006906", "NM_032781", "NP_001035059", "NP_001265165", "NP_001265167", "NP_001265168", "NP_008837", "NP_116170", "PTPN5", "PTPSTEP", "STEP", "STEP61", "XM_011520411", "XM_017018434", "XM_017018435", "XM_017018436", "XM_017018437", "XM_017018438", "XM_017018439", "XM_017018440", "XM_017018441", "XP_011518713", "XP_016873923", "XP_016873924", "XP_016873925", "XP_016873926", "XP_016873927", "XP_016873928", "XP_016873929", "XP_016873930", "protein tyrosine phosphatase non-receptor type 5"]	NCBI:txid9606
ENSG00000110852	CLEC2B	C-type lectin domain family 2 member B [Source:HGNC Symbol;Acc:HGNC:2053]	["AICL", "C-type lectin domain family 2 member B", "CLEC2B", "CLECSF2", "ENTREZ:9976", "HGNC:2053", "HP10085", "IFNRG1", "MIM:603242", "NM_005127", "NP_005118"]	NCBI:txid9606
ENSG00000110871	COQ5	coenzyme Q5, methyltransferase [Source:HGNC Symbol;Acc:HGNC:28722]	["COQ10D9", "COQ5", "ENTREZ:84274", "HGNC:28722", "MIM:616359", "NM_032314", "NP_115690", "XM_006719639", "XM_024449224", "XP_006719702", "XP_024304992", "coenzyme Q5", "methyltransferase"]	NCBI:txid9606
ENSG00000110881	ASIC1	acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]	["ACCN2", "ASIC", "ASIC1", "BNaC2", "ENTREZ:41", "HGNC:100", "MIM:602866", "NM_001095", "NM_001256830", "NM_020039", "NP_001086", "NP_001243759", "NP_064423", "NR_046389", "XM_011538350", "XM_011538351", "XM_011538352", "XP_011536652", "XP_011536653", "XP_011536654", "acid sensing ion channel subunit 1"]	NCBI:txid9606
ENSG00000110887	DAO	D-amino acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671]	["D-amino acid oxidase", "DAAO", "DAMOX", "DAO", "ENTREZ:1610", "HGNC:2671", "MIM:124050", "NM_001917", "NP_001908", "OXDA", "XM_005268692", "XM_011538004", "XM_011538005", "XP_005268749", "XP_011536306", "XP_011536307"]	NCBI:txid9606
ENSG00000110911	SLC11A2	solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]	["AHMIO1", "DCT1", "DMT1", "ENTREZ:4891", "HGNC:10908", "MIM:600523", "NM_000617", "NM_001174125", "NM_001174126", "NM_001174127", "NM_001174128", "NM_001174129", "NM_001174130", "NM_001379446", "NM_001379447", "NM_001379448", "NM_001379455", "NP_000608", "NP_001167596", "NP_001167597", "NP_001167598", "NP_001167599", "NP_001167600", "NP_001167601", "NP_001366375", "NP_001366376", "NP_001366377", "NP_001366384", "NRAMP2", "NR_033421", "NR_033422", "NR_166668", "NR_166669", "NR_166670", "SLC11A2", "XM_011538404", "XM_011538405", "XM_017019356", "XP_011536706", "XP_011536707", "XP_016874845", "XR_001748720", "XR_429104", "XR_944555", "solute carrier family 11 member 2"]	NCBI:txid9606
ENSG00000110921	MVK	mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]	["ENTREZ:4598", "HGNC:7530", "LRBP", "MIM:251170", "MK", "MVK", "MVLK", "NM_000431", "NM_001114185", "NM_001301182", "NP_000422", "NP_001107657", "NP_001288111", "POROK3", "XM_017019313", "XM_017019314", "XM_024448982", "XP_016874802", "XP_016874803", "XP_024304750", "mevalonate kinase"]	NCBI:txid9606
ENSG00000110955	ATP5F1B	ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]	["ATP synthase F1 subunit beta", "ATP5B", "ATP5F1B", "ATPMB", "ATPSB", "ENTREZ:506", "HEL-S-271", "HGNC:830", "MIM:102910", "NM_001686", "NP_001677"]	NCBI:txid9606
ENSG00000111046	MYF6	myogenic factor 6 [Source:HGNC Symbol;Acc:HGNC:7566]	["CNM3", "ENTREZ:4618", "HGNC:7566", "MIM:159991", "MRF4", "MYF6", "NM_002469", "NP_002460", "bHLHc4", "myf-6", "myogenic factor 6"]	NCBI:txid9606
ENSG00000111057	KRT18	keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]	["CK-18", "CYK18", "ENTREZ:3875", "HGNC:6430", "K18", "KRT18", "MIM:148070", "NM_000224", "NM_199187", "NP_000215", "NP_954657", "keratin 18"]	NCBI:txid9606
ENSG00000111087	GLI1	GLI family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4317]	["ENTREZ:2735", "GLI family zinc finger 1", "GLI", "GLI1", "HGNC:4317", "MIM:165220", "NM_001160045", "NM_001167609", "NM_005269", "NP_001153517", "NP_001161081", "NP_005260", "PAPA8", "PPD1", "XM_011538189", "XM_011538190", "XP_011536491", "XP_011536492"]	NCBI:txid9606
ENSG00000111144	LTA4H	leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]	["ENTREZ:4048", "HGNC:6710", "LTA4H", "MIM:151570", "NM_000895", "NM_001256643", "NM_001256644", "NP_000886", "NP_001243572", "NP_001243573", "NR_132659", "XM_005268871", "XM_011538349", "XP_005268928", "XP_011536651", "XR_001748703", "XR_002957326", "leukotriene A4 hydrolase"]	NCBI:txid9606
ENSG00000111145	ELK3	ETS transcription factor ELK3 [Source:HGNC Symbol;Acc:HGNC:3325]	["ELK3", "ENTREZ:2004", "ERP", "ETS transcription factor ELK3", "HGNC:3325", "MIM:600247", "NET", "NM_001303511", "NM_005230", "NP_001290440", "NP_005221", "SAP-2", "SAP2", "XM_006719275", "XP_006719338"]	NCBI:txid9606
ENSG00000111199	TRPV4	transient receptor potential cation channel subfamily V member 4 [Source:HGNC Symbol;Acc:HGNC:18083]	["BCYM3", "CMT2C", "ENTREZ:59341", "HGNC:18083", "HMSN2C", "MIM:605427", "NM_001177428", "NM_001177431", "NM_001177433", "NM_021625", "NM_147204", "NP_001170899", "NP_001170902", "NP_001170904", "NP_067638", "NP_671737", "OTRPC4", "SMAL", "SPSMA", "SSQTL1", "TRP12", "TRPV4", "VRL2", "VROAC", "XM_005253918", "XM_011538630", "XM_011538631", "XM_011538632", "XM_011538633", "XM_011538634", "XM_011538635", "XM_017019774", "XP_005253975", "XP_011536932", "XP_011536933", "XP_011536934", "XP_011536935", "XP_011536936", "XP_011536937", "XP_016875263", "transient receptor potential cation channel subfamily V member 4"]	NCBI:txid9606
ENSG00000111218	PRMT8	protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188]	["ENTREZ:56341", "HGNC:5188", "HRMT1L3", "HRMT1L4", "MIM:610086", "NM_001256536", "NM_001256537", "NM_019854", "NP_001243465", "NP_062828", "NR_046301", "PRMT8", "XM_017019644", "XM_017019645", "XM_024449059", "XP_016875133", "XP_016875134", "XP_024304827", "XR_001748813", "protein arginine methyltransferase 8"]	NCBI:txid9606
ENSG00000111224	PARP11	poly(ADP-ribose) polymerase family member 11 [Source:HGNC Symbol;Acc:HGNC:1186]	["ARTD11", "C12orf6", "ENTREZ:57097", "HGNC:1186", "MIB006", "MIM:616706", "NM_001286521", "NM_001286522", "NM_020367", "NP_001273450", "NP_001273451", "NP_065100", "NR_104461", "PARP11", "XM_011520970", "XM_011520973", "XM_017019671", "XP_011519272", "XP_011519275", "XP_016875160", "poly(ADP-ribose) polymerase family member 11"]	NCBI:txid9606
ENSG00000111229	ARPC3	actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706]	["ARC21", "ARPC3", "ENTREZ:10094", "HGNC:706", "MIM:604225", "NM_001278556", "NM_001287222", "NP_001265485", "NP_001274151", "actin related protein 2/3 complex subunit 3", "p21-Arc"]	NCBI:txid9606
ENSG00000111245	MYL2	myosin light chain 2 [Source:HGNC Symbol;Acc:HGNC:7583]	["CMH10", "ENTREZ:4633", "HGNC:7583", "MIM:160781", "MLC-2s/v", "MLC2", "MYL2", "NM_000432", "NP_000423", "myosin light chain 2"]	NCBI:txid9606
ENSG00000111249	CUX2	cut like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]	["CDP2", "CUTL2", "CUX2", "DEE67", "EIEE67", "ENTREZ:23316", "HGNC:19347", "MIM:610648", "NM_001370598", "NM_015267", "NP_001357527", "NP_056082", "XM_011538063", "XM_011538069", "XM_011538070", "XM_017019080", "XM_017019081", "XP_011536365", "XP_011536371", "XP_011536372", "XP_016874569", "XP_016874570", "cut like homeobox 2"]	NCBI:txid9606
ENSG00000111252	SH2B3	SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]	["ENTREZ:10019", "HGNC:29605", "IDDM20", "LNK", "MIM:605093", "NM_001291424", "NM_005475", "NP_001278353", "NP_005466", "SH2B adaptor protein 3", "SH2B3", "XM_005253818", "XM_005253819", "XM_006719180", "XM_011537719", "XM_011537720", "XM_011537721", "XM_024448790", "XP_005253875", "XP_005253876", "XP_006719243", "XP_011536021", "XP_011536022", "XP_011536023", "XP_024304558", "XR_001748535", "XR_001748536", "XR_002957278"]	NCBI:txid9606
ENSG00000111262	KCNA1	potassium voltage-gated channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:6218]	["AEMK", "EA1", "ENTREZ:3736", "HBK1", "HGNC:6218", "HUK1", "KCNA1", "KV1.1", "MBK1", "MIM:176260", "MK1", "NM_000217", "NP_000208", "RBK1", "potassium voltage-gated channel subfamily A member 1"]	NCBI:txid9606
ENSG00000111276	CDKN1B	cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]	["CDKN1B", "CDKN4", "ENTREZ:1027", "HGNC:1785", "KIP1", "MEN1B", "MEN4", "MIM:600778", "NM_004064", "NP_004055", "P27KIP1", "cyclin dependent kinase inhibitor 1B"]	NCBI:txid9606
ENSG00000111319	SCNN1A	sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]	["BESC2", "ENTREZ:6337", "ENaCa", "ENaCalpha", "HGNC:10599", "LIDLS3", "MIM:600228", "NM_001038", "NM_001159575", "NM_001159576", "NP_001029", "NP_001153047", "NP_001153048", "SCNEA", "SCNN1", "SCNN1A", "sodium channel epithelial 1 subunit alpha"]	NCBI:txid9606
ENSG00000111321	LTBR	lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718]	["D12S370", "ENTREZ:4055", "HGNC:6718", "LT-BETA-R", "LTBR", "MIM:600979", "NM_001270987", "NM_002342", "NP_001257916", "NP_002333", "TNF-R-III", "TNFCR", "TNFR-RP", "TNFR2-RP", "TNFR3", "TNFRSF3", "XM_005253688", "XM_006718983", "XP_005253745", "XP_006719046", "lymphotoxin beta receptor"]	NCBI:txid9606
ENSG00000111335	OAS2	2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087]	["2'-5'-oligoadenylate synthetase 2", "ENTREZ:4939", "HGNC:8087", "MIM:603350", "NM_001032731", "NM_002535", "NM_016817", "NP_001027903", "NP_002526", "NP_058197", "OAS2", "XR_001748725"]	NCBI:txid9606
ENSG00000111341	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	["ENTREZ:4256", "GIG36", "HGNC:7060", "MGLAP", "MGP", "MIM:154870", "NM_000900", "NM_001190839", "NP_000891", "NP_001177768", "NTI", "matrix Gla protein"]	NCBI:txid9606
ENSG00000111361	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257]	["EIF2B", "EIF2B1", "EIF2BA", "ENTREZ:1967", "HGNC:3257", "MIM:606686", "NM_001414", "NP_001405", "eukaryotic translation initiation factor 2B subunit alpha"]	NCBI:txid9606
ENSG00000111412	SPRING1	SREBF pathway regulator in golgi 1 [Source:HGNC Symbol;Acc:HGNC:26128]	["C12orf49", "ENTREZ:79794", "HGNC:26128", "LUR1", "NM_001353623", "NM_001353624", "NM_001353625", "NM_024738", "NP_001340552", "NP_001340553", "NP_001340554", "NP_079014", "POST1", "SPRING", "SPRING1", "SREBF pathway regulator in golgi 1", "XM_024449189", "XP_024304957"]	NCBI:txid9606
ENSG00000111424	VDR	vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]	["ENTREZ:7421", "HGNC:12679", "MIM:601769", "NM_000376", "NM_001017535", "NM_001017536", "NM_001364085", "NM_001374661", "NM_001374662", "NP_000367", "NP_001017535", "NP_001017536", "NP_001351014", "NP_001361590", "NP_001361591", "NR1I1", "PPP1R163", "VDR", "XM_011538720", "XM_024449178", "XP_011537022", "XP_024304946", "vitamin D receptor"]	NCBI:txid9606
ENSG00000111481	COPZ1	COPI coat complex subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:2243]	["CGI-120", "COPI coat complex subunit zeta 1", "COPZ", "COPZ1", "ENTREZ:22818", "HGNC:2243", "HSPC181", "MIM:615472", "NM_001271734", "NM_001271735", "NM_001271736", "NM_016057", "NP_001258663", "NP_001258664", "NP_001258665", "NP_057141", "NR_073424", "XR_002957300", "zeta-COP", "zeta1-COP"]	NCBI:txid9606
ENSG00000111537	IFNG	interferon gamma [Source:HGNC Symbol;Acc:HGNC:5438]	["ENTREZ:3458", "HGNC:5438", "IFG", "IFI", "IFNG", "IMD69", "MIM:147570", "NM_000619", "NP_000610", "interferon gamma"]	NCBI:txid9606
